114	_	Margaret's Museum (1995)	_	Drama
115	_	Happiness Is in the Field (1995)	_	Comedy
116	_	Anne Frank Remembered (1995)	_	Documentary
117	_	Young Poisoner's Handbook, The (1995)	_	Crime
118	_	If Lucy Fell (1996)	_	Comedy|Romance
119	_	Steal Big, Steal Little (1995)	_	Comedy
120	_	Race the Sun (1996)	_	Drama
121	_	Boys of St. Vincent, The (1993)	_	Drama
122	_	Boomerang (1992)	_	Comedy|Romance
123	_	Chungking Express (1994)	_	Drama|Mystery|Romance
124	_	Star Maker, The (Uomo delle stelle, L') (1995)	_	Drama
125	_	Flirting With Disaster (1996)	_	Comedy
126	_	NeverEnding Story III, The (1994)	_	Adventure|Children's|Fantasy
127	_	Silence of the Palace, The (Saimt el Qusur) (1994)	_	Drama
128	_	Jupiter's Wife (1994)	_	Documentary
129	_	Pie in the Sky (1995)	_	Comedy|Romance
130	_	Angela (1995)	_	Drama
131	_	Frankie Starlight (1995)	_	Drama|Romance
132	_	Jade (1995)	_	Thriller
133	_	Nueba Yol (1995)	_	Comedy|Drama
134	_	Sonic Outlaws (1995)	_	Documentary
135	_	Down Periscope (1996)	_	Comedy
136	_	From the Journals of Jean Seberg (1995)	_	Documentary
137	_	Man of the Year (1995)	_	Documentary
138	_	Neon Bible, The (1995)	_	Drama
139	_	Target (1995)	_	Action|Drama
140	_	Up Close and Personal (1996)	_	Drama|Romance
141	_	Birdcage, The (1996)	_	Comedy
142	_	Shadows (Cienie) (1988)	_	Drama
143	_	Gospa (1995)	_	Drama
144	_	Brothers McMullen, The (1995)	_	Comedy
145	_	Bad Boys (1995)	_	Action
146	_	Amazing Panda Adventure, The (1995)	_	Adventure|Children's
147	_	Basketball Diaries, The (1995)	_	Drama
148	_	Awfully Big Adventure, An (1995)	_	Drama
149	_	Amateur (1994)	_	Crime|Drama|Thriller
150	_	Apollo 13 (1995)	_	Drama
151	_	Rob Roy (1995)	_	Drama|Romance|War
152	_	Addiction, The (1995)	_	Horror
153	_	Batman Forever (1995)	_	Action|Adventure|Comedy|Crime
154	_	Belle de jour (1967)	_	Drama
155	_	Beyond Rangoon (1995)	_	Drama|War
156	_	Blue in the Face (1995)	_	Comedy
157	_	Canadian Bacon (1994)	_	Comedy|War
158	_	Casper (1995)	_	Adventure|Children's
159	_	Clockers (1995)	_	Drama
160	_	Congo (1995)	_	Action|Adventure|Mystery|Sci-Fi
161	_	Crimson Tide (1995)	_	Drama|Thriller|War
162	_	Crumb (1994)	_	Documentary
163	_	Desperado (1995)	_	Action|Romance|Thriller
164	_	Devil in a Blue Dress (1995)	_	Crime|Film-Noir|Mystery|Thriller
165	_	Die Hard With a Vengeance (1995)	_	Action|Thriller
166	_	Doom Generation, The (1995)	_	Comedy|Drama
167	_	Feast of July (1995)	_	Drama
168	_	First Knight (1995)	_	Action|Adventure|Drama|Romance
169	_	Free Willy 2 The Adventure Home (1995)	_	Adventure|Children's|Drama
170	_	Hackers (1995)	_	Action|Crime|Thriller
171	_	Jeffrey (1995)	_	Comedy
172	_	Johnny Mnemonic (1995)	_	Action|Sci-Fi|Thriller
173	_	Judge Dredd (1995)	_	Action|Adventure|Sci-Fi
174	_	Jury Duty (1995)	_	Comedy
175	_	Kids (1995)	_	Drama
176	_	Living in Oblivion (1995)	_	Comedy
177	_	Lord of Illusions (1995)	_	Horror
178	_	Love & Human Remains (1993)	_	Comedy
179	_	Mad Love (1995)	_	Drama|Romance
180	_	Mallrats (1995)	_	Comedy
181	_	Mighty Morphin Power Rangers The Movie (1995)	_	Action|Children's
182	_	Moonlight and Valentino (1995)	_	Drama|Romance
183	_	Mute Witness (1994)	_	Thriller
184	_	Nadja (1994)	_	Drama
185	_	Net, The (1995)	_	Sci-Fi|Thriller
186	_	Nine Months (1995)	_	Comedy
187	_	Party Girl (1995)	_	Comedy
188	_	Prophecy, The (1995)	_	Horror
189	_	Reckless (1995)	_	Comedy
190	_	Safe (1995)	_	Thriller
191	_	Scarlet Letter, The (1995)	_	Drama
192	_	Show, The (1995)	_	Documentary
193	_	Showgirls (1995)	_	Drama
194	_	Smoke (1995)	_	Drama
195	_	Something to Talk About (1995)	_	Comedy|Drama|Romance
196	_	Species (1995)	_	Horror|Sci-Fi
197	_	Stars Fell on Henrietta, The (1995)	_	Drama
198	_	Strange Days (1995)	_	Action|Crime|Sci-Fi
199	_	Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)	_	Drama|Musical
200	_	Tie That Binds, The (1995)	_	Thriller
201	_	Three Wishes (1995)	_	Drama
202	_	Total Eclipse (1995)	_	Drama|Romance
203	_	To Wong Foo, Thanks for Everything! Julie Newmar (1995)	_	Comedy
204	_	Under Siege 2 Dark Territory (1995)	_	Action
205	_	Unstrung Heroes (1995)	_	Comedy|Drama
206	_	Unzipped (1995)	_	Documentary
207	_	Walk in the Clouds, A (1995)	_	Drama|Romance
208	_	Waterworld (1995)	_	Action|Adventure
209	_	White Man's Burden (1995)	_	Drama
210	_	Wild Bill (1995)	_	Western
211	_	Browning Version, The (1994)	_	Drama
212	_	Bushwhacked (1995)	_	Comedy
213	_	Burnt By the Sun (Utomlyonnye solntsem) (1994)	_	Drama
214	_	Before the Rain (Pred dozhdot) (1994)	_	Drama
215	_	Before Sunrise (1995)	_	Drama|Romance
216	_	Billy Madison (1995)	_	Comedy
217	_	Babysitter, The (1995)	_	Drama|Thriller
218	_	Boys on the Side (1995)	_	Comedy|Drama
219	_	Cure, The (1995)	_	Drama
220	_	Castle Freak (1995)	_	Horror
222	_	Circle of Friends (1995)	_	Drama|Romance
223	_	Clerks (1994)	_	Comedy
224	_	Don Juan DeMarco (1995)	_	Comedy|Drama|Romance
225	_	Disclosure (1994)	_	Drama|Thriller
226	_	Dream Man (1995)	_	Thriller
227	_	Drop Zone (1994)	_	Action
228	_	Destiny Turns on the Radio (1995)	_	Comedy
229	_	Death and the Maiden (1994)	_	Drama|Thriller
230	_	Dolores Claiborne (1994)	_	Drama|Thriller
231	_	Dumb & Dumber (1994)	_	Comedy
232	_	Eat Drink Man Woman (1994)	_	Comedy|Drama
233	_	Exotica (1994)	_	Drama
234	_	Exit to Eden (1994)	_	Comedy
235	_	Ed Wood (1994)	_	Comedy|Drama
236	_	French Kiss (1995)	_	Comedy|Romance
237	_	Forget Paris (1995)	_	Comedy|Romance
238	_	Far From Home The Adventures of Yellow Dog (1995)	_	Adventure|Children's
239	_	Goofy Movie, A (1995)	_	Animation|Children's|Comedy|Romance
240	_	Hideaway (1995)	_	Thriller
241	_	Fluke (1995)	_	Children's|Drama
242	_	Farinelli il castrato (1994)	_	Drama|Musical
243	_	Gordy (1995)	_	Comedy
244	_	Gumby The Movie (1995)	_	Animation|Children's
245	_	Glass Shield, The (1994)	_	Crime|Drama
246	_	Hoop Dreams (1994)	_	Documentary
247	_	Heavenly Creatures (1994)	_	Drama|Fantasy|Romance|Thriller
248	_	Houseguest (1994)	_	Comedy
249	_	Immortal Beloved (1994)	_	Drama|Romance
250	_	Heavyweights (1994)	_	Children's|Comedy
251	_	Hunted, The (1995)	_	Action
252	_	I.Q. (1994)	_	Comedy|Romance
253	_	Interview with the Vampire (1994)	_	Drama|Horror
254	_	Jefferson in Paris (1995)	_	Drama
255	_	Jerky Boys, The (1994)	_	Comedy
256	_	Junior (1994)	_	Comedy|Sci-Fi
257	_	Just Cause (1995)	_	Mystery|Thriller
258	_	Kid in King Arthur's Court, A (1995)	_	Adventure|Children's|Comedy|Fantasy|Romance
259	_	Kiss of Death (1995)	_	Crime|Drama|Thriller
260	_	Star Wars Episode IV - A New Hope (1977)	_	Action|Adventure|Fantasy|Sci-Fi
261	_	Little Women (1994)	_	Drama
262	_	Little Princess, A (1995)	_	Children's|Drama
263	_	Ladybird Ladybird (1994)	_	Drama
264	_	Enfer, L' (1994)	_	Drama
265	_	Like Water for Chocolate (Como agua para chocolate) (1992)	_	Drama|Romance
266	_	Legends of the Fall (1994)	_	Drama|Romance|War|Western
267	_	Major Payne (1994)	_	Comedy
268	_	Little Odessa (1994)	_	Drama
269	_	My Crazy Life (Mi vida loca) (1993)	_	Drama
270	_	Love Affair (1994)	_	Drama|Romance
271	_	Losing Isaiah (1995)	_	Drama
272	_	Madness of King George, The (1994)	_	Drama
273	_	Mary Shelley's Frankenstein (1994)	_	Drama|Horror
274	_	Man of the House (1995)	_	Comedy
275	_	Mixed Nuts (1994)	_	Comedy
276	_	Milk Money (1994)	_	Comedy|Romance
277	_	Miracle on 34th Street (1994)	_	Drama
278	_	Miami Rhapsody (1995)	_	Comedy
279	_	My Family (1995)	_	Drama
280	_	Murder in the First (1995)	_	Drama|Thriller
281	_	Nobody's Fool (1994)	_	Drama
282	_	Nell (1994)	_	Drama
283	_	New Jersey Drive (1995)	_	Crime|Drama
284	_	New York Cop (1996)	_	Action|Crime
285	_	Beyond Bedlam (1993)	_	Drama|Horror
286	_	Nemesis 2 Nebula (1995)	_	Action|Sci-Fi|Thriller
287	_	Nina Takes a Lover (1994)	_	Comedy|Romance
288	_	Natural Born Killers (1994)	_	Action|Thriller
289	_	Only You (1994)	_	Comedy|Romance
290	_	Once Were Warriors (1994)	_	Crime|Drama
291	_	Poison Ivy II (1995)	_	Thriller
292	_	Outbreak (1995)	_	Action|Drama|Thriller
293	_	Professional, The (a.k.a. Leon The Professional) (1994)	_	Crime|Drama|Romance|Thriller
294	_	Perez Family, The (1995)	_	Comedy|Romance
295	_	Pyromaniac's Love Story, A (1995)	_	Comedy|Romance
296	_	Pulp Fiction (1994)	_	Crime|Drama
297	_	Panther (1995)	_	Drama
298	_	Pushing Hands (1992)	_	Comedy
299	_	Priest (1994)	_	Drama
300	_	Quiz Show (1994)	_	Drama
301	_	Picture Bride (1995)	_	Drama|Romance
302	_	Queen Margot (La Reine Margot) (1994)	_	Drama|Romance
303	_	Quick and the Dead, The (1995)	_	Action|Adventure|Western
304	_	Roommates (1995)	_	Comedy|Drama
305	_	Ready to Wear (Pret-A-Porter) (1994)	_	Comedy
306	_	Three Colors Red (1994)	_	Drama
307	_	Three Colors Blue (1993)	_	Drama
308	_	Three Colors White (1994)	_	Drama
309	_	Red Firecracker, Green Firecracker (1994)	_	Drama
310	_	Rent-a-Kid (1995)	_	Comedy
311	_	Relative Fear (1994)	_	Horror|Thriller
312	_	Stuart Saves His Family (1995)	_	Comedy
313	_	Swan Princess, The (1994)	_	Animation|Children's
314	_	Secret of Roan Inish, The (1994)	_	Drama
315	_	Specialist, The (1994)	_	Action
316	_	Stargate (1994)	_	Action|Adventure|Sci-Fi
317	_	Santa Clause, The (1994)	_	Children's|Comedy|Fantasy
318	_	Shawshank Redemption, The (1994)	_	Drama
319	_	Shallow Grave (1994)	_	Thriller
320	_	Suture (1993)	_	Film-Noir|Thriller
321	_	Strawberry and Chocolate (Fresa y chocolate) (1993)	_	Drama
322	_	Swimming with Sharks (1995)	_	Comedy|Drama
324	_	Sum of Us, The (1994)	_	Comedy
325	_	National Lampoon's Senior Trip (1995)	_	Comedy
326	_	To Live (Huozhe) (1994)	_	Drama
327	_	Tank Girl (1995)	_	Action|Comedy|Musical|Sci-Fi
328	_	Tales From the Crypt Presents Demon Knight (1995)	_	Horror
329	_	Star Trek Generations (1994)	_	Action|Adventure|Sci-Fi
330	_	Tales from the Hood (1995)	_	Comedy|Horror
331	_	Tom & Viv (1994)	_	Drama
332	_	Village of the Damned (1995)	_	Horror|Sci-Fi
333	_	Tommy Boy (1995)	_	Comedy
334	_	Vanya on 42nd Street (1994)	_	Drama
335	_	Underneath, The (1995)	_	Mystery|Thriller
336	_	Walking Dead, The (1995)	_	Drama|War
337	_	What's Eating Gilbert Grape (1993)	_	Drama
338	_	Virtuosity (1995)	_	Sci-Fi|Thriller
339	_	While You Were Sleeping (1995)	_	Comedy|Romance
340	_	War, The (1994)	_	Adventure|Drama
341	_	Double Happiness (1994)	_	Drama
342	_	Muriel's Wedding (1994)	_	Comedy|Romance
343	_	Baby-Sitters Club, The (1995)	_	Children's
344	_	Ace Ventura Pet Detective (1994)	_	Comedy
345	_	Adventures of Priscilla, Queen of the Desert, The (1994)	_	Comedy|Drama
346	_	Backbeat (1993)	_	Drama|Musical
347	_	Bitter Moon (1992)	_	Drama
348	_	Bullets Over Broadway (1994)	_	Comedy
349	_	Clear and Present Danger (1994)	_	Action|Adventure|Thriller
350	_	Client, The (1994)	_	Drama|Mystery|Thriller
351	_	Corrina, Corrina (1994)	_	Comedy|Drama|Romance
352	_	Crooklyn (1994)	_	Comedy
353	_	Crow, The (1994)	_	Action|Romance|Thriller
354	_	Cobb (1994)	_	Drama
355	_	Flintstones, The (1994)	_	Children's|Comedy
356	_	Forrest Gump (1994)	_	Comedy|Romance|War
357	_	Four Weddings and a Funeral (1994)	_	Comedy|Romance
358	_	Higher Learning (1995)	_	Drama
359	_	I Like It Like That (1994)	_	Comedy|Drama|Romance
360	_	I Love Trouble (1994)	_	Action|Comedy
361	_	It Could Happen to You (1994)	_	Drama|Romance
362	_	Jungle Book, The (1994)	_	Adventure|Children's|Romance
363	_	Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)	_	Documentary
364	_	Lion King, The (1994)	_	Animation|Children's|Musical
365	_	Little Buddha (1993)	_	Drama
366	_	Wes Craven's New Nightmare (1994)	_	Horror
367	_	Mask, The (1994)	_	Comedy|Crime|Fantasy
368	_	Maverick (1994)	_	Action|Comedy|Western
369	_	Mrs. Parker and the Vicious Circle (1994)	_	Drama
370	_	Naked Gun 33 1/3 The Final Insult (1994)	_	Comedy
371	_	Paper, The (1994)	_	Comedy|Drama
372	_	Reality Bites (1994)	_	Comedy|Drama
373	_	Red Rock West (1992)	_	Thriller
374	_	Richie Rich (1994)	_	Children's|Comedy
375	_	Safe Passage (1994)	_	Drama
376	_	River Wild, The (1994)	_	Action|Thriller
377	_	Speed (1994)	_	Action|Romance|Thriller
378	_	Speechless (1994)	_	Comedy|Romance
379	_	Timecop (1994)	_	Action|Sci-Fi
380	_	True Lies (1994)	_	Action|Adventure|Comedy|Romance
381	_	When a Man Loves a Woman (1994)	_	Drama
382	_	Wolf (1994)	_	Drama|Horror
383	_	Wyatt Earp (1994)	_	Western
384	_	Bad Company (1995)	_	Action
385	_	Man of No Importance, A (1994)	_	Drama
386	_	S.F.W. (1994)	_	Drama
387	_	Low Down Dirty Shame, A (1994)	_	Action|Comedy
388	_	Boys Life (1995)	_	Drama
389	_	Colonel Chabert, Le (1994)	_	Drama|Romance|War
390	_	Faster Pussycat! Kill! Kill! (1965)	_	Action|Comedy|Drama
391	_	Jason's Lyric (1994)	_	Crime|Drama
392	_	Secret Adventures of Tom Thumb, The (1993)	_	Adventure|Children's
393	_	Street Fighter (1994)	_	Action
394	_	Coldblooded (1995)	_	Action
395	_	Desert Winds (1995)	_	Drama
396	_	Fall Time (1995)	_	Drama
397	_	Fear, The (1995)	_	Horror
398	_	Frank and Ollie (1995)	_	Documentary
399	_	Girl in the Cadillac (1995)	_	Drama
400	_	Homage (1995)	_	Drama
401	_	Mirage (1995)	_	Action|Thriller
402	_	Open Season (1996)	_	Comedy
403	_	Two Crimes (1995)	_	Comedy|Crime|Drama
404	_	Brother Minister The Assassination of Malcolm X (1994)	_	Documentary
405	_	Highlander III The Sorcerer (1994)	_	Action|Sci-Fi
406	_	Federal Hill (1994)	_	Drama
407	_	In the Mouth of Madness (1995)	_	Horror|Thriller
408	_	8 Seconds (1994)	_	Drama
409	_	Above the Rim (1994)	_	Drama
410	_	Addams Family Values (1993)	_	Comedy
411	_	You So Crazy (1994)	_	Comedy
412	_	Age of Innocence, The (1993)	_	Drama
413	_	Airheads (1994)	_	Comedy
414	_	Air Up There, The (1994)	_	Comedy
415	_	Another Stakeout (1993)	_	Comedy|Thriller
416	_	Bad Girls (1994)	_	Western
417	_	Barcelona (1994)	_	Comedy|Romance
418	_	Being Human (1993)	_	Drama
419	_	Beverly Hillbillies, The (1993)	_	Comedy
420	_	Beverly Hills Cop III (1994)	_	Action|Comedy
421	_	Black Beauty (1994)	_	Adventure|Children's
422	_	Blink (1994)	_	Thriller
423	_	Blown Away (1994)	_	Action|Thriller
424	_	Blue Chips (1994)	_	Drama
425	_	Blue Sky (1994)	_	Drama|Romance
426	_	Body Snatchers (1993)	_	Horror|Sci-Fi|Thriller
427	_	Boxing Helena (1993)	_	Mystery|Romance|Thriller
428	_	Bronx Tale, A (1993)	_	Drama
429	_	Cabin Boy (1994)	_	Comedy
430	_	Calendar Girl (1993)	_	Drama
431	_	Carlito's Way (1993)	_	Crime|Drama
432	_	City Slickers II The Legend of Curly's Gold (1994)	_	Comedy|Western
433	_	Clean Slate (1994)	_	Comedy
434	_	Cliffhanger (1993)	_	Action|Adventure|Crime
435	_	Coneheads (1993)	_	Comedy|Sci-Fi
436	_	Color of Night (1994)	_	Drama|Thriller
437	_	Cops and Robbersons (1994)	_	Comedy
438	_	Cowboy Way, The (1994)	_	Action|Comedy
439	_	Dangerous Game (1993)	_	Drama
440	_	Dave (1993)	_	Comedy|Romance
441	_	Dazed and Confused (1993)	_	Comedy
442	_	Demolition Man (1993)	_	Action|Sci-Fi
443	_	Endless Summer 2, The (1994)	_	Documentary
444	_	Even Cowgirls Get the Blues (1993)	_	Comedy|Romance
445	_	Fatal Instinct (1993)	_	Comedy
446	_	Farewell My Concubine (1993)	_	Drama|Romance
447	_	Favor, The (1994)	_	Comedy|Romance
448	_	Fearless (1993)	_	Drama
449	_	Fear of a Black Hat (1993)	_	Comedy
450	_	With Honors (1994)	_	Comedy|Drama
451	_	Flesh and Bone (1993)	_	Drama|Mystery|Romance
452	_	Widows' Peak (1994)	_	Drama
453	_	For Love or Money (1993)	_	Comedy
454	_	Firm, The (1993)	_	Drama|Thriller
455	_	Free Willy (1993)	_	Adventure|Children's|Drama
456	_	Fresh (1994)	_	Drama
457	_	Fugitive, The (1993)	_	Action|Thriller
458	_	Geronimo An American Legend (1993)	_	Drama|Western
459	_	Getaway, The (1994)	_	Action
460	_	Getting Even with Dad (1994)	_	Comedy
461	_	Go Fish (1994)	_	Drama|Romance
462	_	Good Man in Africa, A (1994)	_	Action|Adventure
463	_	Guilty as Sin (1993)	_	Crime|Drama|Thriller
464	_	Hard Target (1993)	_	Action|Adventure|Crime|Thriller
465	_	Heaven & Earth (1993)	_	Action|Drama|War
466	_	Hot Shots! Part Deux (1993)	_	Action|Comedy|War
467	_	Live Nude Girls (1995)	_	Comedy
468	_	Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)	_	Comedy|Romance
469	_	House of the Spirits, The (1993)	_	Drama|Romance
470	_	House Party 3 (1994)	_	Comedy
471	_	Hudsucker Proxy, The (1994)	_	Comedy|Romance
472	_	I'll Do Anything (1994)	_	Comedy|Drama
473	_	In the Army Now (1994)	_	Comedy|War
474	_	In the Line of Fire (1993)	_	Action|Thriller
475	_	In the Name of the Father (1993)	_	Drama
476	_	Inkwell, The (1994)	_	Comedy|Drama
477	_	What's Love Got to Do with It? (1993)	_	Drama
478	_	Jimmy Hollywood (1994)	_	Comedy
479	_	Judgment Night (1993)	_	Action
480	_	Jurassic Park (1993)	_	Action|Adventure|Sci-Fi
481	_	Kalifornia (1993)	_	Drama|Thriller
482	_	Killing Zoe (1994)	_	Thriller
483	_	King of the Hill (1993)	_	Drama
484	_	Lassie (1994)	_	Adventure|Children's
485	_	Last Action Hero (1993)	_	Action|Comedy
486	_	Life with Mikey (1993)	_	Comedy
487	_	Lightning Jack (1994)	_	Comedy|Western
488	_	M. Butterfly (1993)	_	Drama
489	_	Made in America (1993)	_	Comedy
490	_	Malice (1993)	_	Thriller
491	_	Man Without a Face, The (1993)	_	Drama
492	_	Manhattan Murder Mystery (1993)	_	Comedy|Mystery
493	_	Menace II Society (1993)	_	Action|Crime|Drama
494	_	Executive Decision (1996)	_	Action|Thriller
495	_	In the Realm of the Senses (Ai no corrida) (1976)	_	Drama
496	_	What Happened Was... (1994)	_	Comedy|Drama|Romance
497	_	Much Ado About Nothing (1993)	_	Comedy|Romance
498	_	Mr. Jones (1993)	_	Drama|Romance
499	_	Mr. Wonderful (1993)	_	Comedy|Romance
500	_	Mrs. Doubtfire (1993)	_	Comedy
501	_	Naked (1993)	_	Drama
502	_	Next Karate Kid, The (1994)	_	Action|Children's
503	_	New Age, The (1994)	_	Drama
504	_	No Escape (1994)	_	Action|Sci-Fi
505	_	North (1994)	_	Comedy
506	_	Orlando (1993)	_	Drama
507	_	Perfect World, A (1993)	_	Action|Drama
508	_	Philadelphia (1993)	_	Drama
509	_	Piano, The (1993)	_	Drama|Romance
510	_	Poetic Justice (1993)	_	Drama
511	_	Program, The (1993)	_	Action|Drama
512	_	Robert A. Heinlein's The Puppet Masters (1994)	_	Horror|Sci-Fi
513	_	Radioland Murders (1994)	_	Comedy|Mystery|Romance
514	_	Ref, The (1994)	_	Comedy
515	_	Remains of the Day, The (1993)	_	Drama
516	_	Renaissance Man (1994)	_	Comedy|Drama|War
517	_	Rising Sun (1993)	_	Action|Drama|Mystery
518	_	Road to Wellville, The (1994)	_	Comedy
519	_	Robocop 3 (1993)	_	Sci-Fi|Thriller
520	_	Robin Hood Men in Tights (1993)	_	Comedy
521	_	Romeo Is Bleeding (1993)	_	Crime|Thriller
522	_	Romper Stomper (1992)	_	Action|Drama
523	_	Ruby in Paradise (1993)	_	Drama
524	_	Rudy (1993)	_	Drama
525	_	Saint of Fort Washington, The (1993)	_	Drama
526	_	Savage Nights (Nuits fauves, Les) (1992)	_	Drama
527	_	Schindler's List (1993)	_	Drama|War
528	_	Scout, The (1994)	_	Drama
529	_	Searching for Bobby Fischer (1993)	_	Drama
530	_	Second Best (1994)	_	Drama
531	_	Secret Garden, The (1993)	_	Children's|Drama
